GNa_fast,GNa_late,Gto,GKr,GKs,GK1,GNaCa,GKb,PCa,INaK,PNab,PCab,GpCa,SERCA_total,RyR_total,Trans_total,Leak_total,KCaMK
1.940615537,1.290665068,1.67119439,0.878243565,0.736463412,1.90661268,1.143035731,1,1.760124601,0.878234313,1,1,1,1,1,1,1,1
1.511320117,1.487546679,0.922160608,0.837947597,0.532671932,1.716181406,1.821827616,1,1.694652441,0.564500164,1,1,1,1,1,1,1,1
1.983574204,1.619536394,1.98689844,0.988312914,0.390025853,1.983501951,1.217410669,1,1.973167457,0.642834731,1,1,1,1,1,1,1,1
0.681361407,1.315727341,0.195340795,0.987156622,0.525765752,1.256770281,1.859835482,1,1.781339409,0.475323188,1,1,1,1,1,1,1,1
0.681516948,1.208006723,0.546654043,0.860339983,0.566884146,0.562132726,1.461876789,1,1.008522156,0.434469399,1,1,1,1,1,1,1,1
1.432786144,1.752869092,1.353036453,0.967991603,0.344387062,1.265857253,1.650224482,1,1.451699436,0.458300107,1,1,1,1,1,1,1,1
1.813270357,1.484707622,1.466173976,0.940371021,0.60297514,0.835639486,1.392793977,1,1.728368909,0.484858882,1,1,1,1,1,1,1,1
1.582181185,1.032307216,1.47931771,0.969158291,0.534164141,0.568802032,1.853584022,1,1.701911503,0.460364205,1,1,1,1,1,1,1,1
0.590689656,1.144325419,1.503689233,0.990989765,0.467779052,0.38553418,1.1897988,1,1.929654698,0.306580448,1,1,1,1,1,1,1,1
0.609421066,1.306524466,0.490783469,0.941337113,0.172076412,1.82826448,1.377802622,1,1.071225361,0.981272744,1,1,1,1,1,1,1,1
0.651302671,1.468342123,1.42923835,0.861295387,0.452316779,0.326340002,1.862587592,1,1.024597179,0.350416639,1,1,1,1,1,1,1,1
0.621803988,1.635781189,1.961021331,0.791243645,0.905456787,0.750871508,1.040885998,1,1.617377698,0.313839027,1,1,1,1,1,1,1,1
1.359261188,1.532312441,0.142589773,0.876491551,0.835616262,0.506252833,1.177199092,1,1.366834304,0.734931912,1,1,1,1,1,1,1,1
1.479583021,1.76167444,1.715475028,0.893201322,0.197757584,0.576522354,1.485466713,1,1.41138173,0.369237277,1,1,1,1,1,1,1,1
1.616602811,1.026248876,1.018816953,0.732289476,0.693433681,1.182835062,1.133003655,1,1.662906746,0.605582915,1,1,1,1,1,1,1,1
0.719474343,1.239507016,1.384133812,0.866251845,0.290462372,0.338548058,1.299913985,1,1.806409633,0.509603036,1,1,1,1,1,1,1,1
0.665549973,1.418069897,1.754445502,0.934290948,0.977177139,1.161425813,1.042353917,1,1.38245565,0.652366663,1,1,1,1,1,1,1,1
1.508237921,1.863199305,1.985024683,0.891519472,0.471090752,0.420952392,1.229240856,1,1.913152144,0.684809356,1,1,1,1,1,1,1,1
0.708174243,1.493593956,0.081471159,0.832844059,0.83597394,1.622754319,1.631088543,1,1.808144082,0.538742596,1,1,1,1,1,1,1,1
1.846471479,1.44499104,0.562139642,0.669458489,0.586096888,1.623281406,1.029156751,1,1.854151771,0.382674227,1,1,1,1,1,1,1,1
1.978123606,1.186447115,1.509391282,0.737189686,0.271230683,1.585651487,1.206661767,1,1.950542358,0.327644752,1,1,1,1,1,1,1,1
1.87807141,1.199691661,1.336475977,0.812427656,0.220496842,0.854816557,1.628571748,1,1.491000085,0.364293757,1,1,1,1,1,1,1,1
1.942916861,1.600621622,1.739417635,0.79140719,0.580576212,0.689080326,1.125033373,1,1.721673129,0.824647048,1,1,1,1,1,1,1,1
1.500602188,1.175763461,1.953276731,0.924720212,0.212452023,0.525087436,1.220093849,1,1.99912664,0.62202062,1,1,1,1,1,1,1,1
1.91323116,1.529511055,1.441071662,0.890478665,0.281161883,1.190173997,1.368715303,1,1.722173915,0.729007852,1,1,1,1,1,1,1,1
1.532850248,1.030963339,0.202848437,0.948844994,0.916525372,0.494579696,1.589046223,1,1.739375473,0.443950212,1,1,1,1,1,1,1,1
1.500222366,1.952653267,0.10900086,0.951445781,0.904297227,1.201013458,1.078656886,1,1.687592818,0.796272288,1,1,1,1,1,1,1,1
1.536797004,1.499595113,1.419883953,0.839487275,0.379380704,1.240227709,1.50739781,1,1.632213158,0.481753936,1,1,1,1,1,1,1,1
1.378916269,1.738605634,0.438654852,0.853850381,0.349365951,0.717179168,1.200998261,1,1.637429691,0.557335747,1,1,1,1,1,1,1,1
0.70385102,1.759167065,1.739909465,0.858282305,0.925870402,0.986488135,1.146381871,1,1.611379384,0.852110468,1,1,1,1,1,1,1,1
0.688692405,1.059663261,0.819230671,0.835086051,0.2074623,0.400185896,1.73886057,1,1.405728115,0.310923516,1,1,1,1,1,1,1,1
1.505075079,1.722619703,0.900300996,0.960674212,0.24977629,1.771408673,1.003607386,1,1.690594568,0.881926073,1,1,1,1,1,1,1,1
1.59217207,1.244647711,1.890393023,0.764918187,0.242173489,1.292466273,1.097841095,1,1.527341603,0.329470534,1,1,1,1,1,1,1,1
1.585330776,1.244775271,1.674976409,0.955839617,0.417917899,1.29507607,1.152988665,1,1.1118391,0.390768391,1,1,1,1,1,1,1,1
0.691231446,1.66903721,0.113964212,0.992888873,0.398054997,1.14253823,1.862532455,1,1.749179156,0.782082426,1,1,1,1,1,1,1,1
1.729695246,1.153173726,0.092832973,0.812755052,0.024128194,1.017174445,1.38751578,1,1.296170564,0.309277995,1,1,1,1,1,1,1,1
1.461367265,1.919963955,0.867308439,0.887869192,0.899214442,0.997424483,1.732406626,1,1.782083758,0.500646291,1,1,1,1,1,1,1,1
1.466499594,1.356285771,1.990825431,0.73031377,0.726406836,0.626347049,1.134722454,1,1.009503908,0.371023049,1,1,1,1,1,1,1,1
1.833764085,1.545313519,0.431814143,0.771306493,0.872508082,0.898021865,1.359923885,1,1.876627043,0.54041296,1,1,1,1,1,1,1,1
1.860265951,1.393646336,1.689913498,0.94188401,0.781336861,0.686849904,1.109150162,1,1.538763272,0.627845612,1,1,1,1,1,1,1,1
1.586544041,1.087801505,1.390913941,0.961305639,0.987900373,0.916615194,1.318762457,1,1.902844042,0.392740351,1,1,1,1,1,1,1,1
1.499859578,1.433633257,1.08149957,0.939525386,0.836787838,0.789591604,1.104085416,1,1.8728303,0.972510097,1,1,1,1,1,1,1,1
1.860680813,1.325350297,0.129904199,0.924888624,0.315982613,0.435120958,1.089838968,1,1.435374787,0.431242917,1,1,1,1,1,1,1,1
1.645167364,1.173046733,0.852988761,0.873738221,0.197196039,1.365995081,1.085569571,1,1.963715632,0.50873293,1,1,1,1,1,1,1,1
0.605373347,1.103344989,1.084540336,0.764152854,0.551969127,1.853920916,1.203823181,1,1.93648265,0.371334623,1,1,1,1,1,1,1,1
1.365133481,1.785908451,0.898806292,0.824309815,0.825928588,0.921430001,1.608835611,1,1.849401734,0.463781177,1,1,1,1,1,1,1,1
1.552611374,1.37848028,1.198545735,0.788447582,0.909694395,0.714997359,1.369869126,1,1.690732761,0.397081271,1,1,1,1,1,1,1,1
1.57506921,1.05223658,0.294959882,0.808118171,0.187049998,0.958048163,1.304416525,1,1.526276602,0.368436791,1,1,1,1,1,1,1,1
1.79064127,1.862034807,0.993028381,0.855368665,0.616041681,0.952291992,1.02149268,1,1.632451504,0.506907935,1,1,1,1,1,1,1,1
1.524276514,1.103994208,1.832151328,0.984945125,0.58599331,1.787046612,1.772728923,1,1.447626744,0.350739203,1,1,1,1,1,1,1,1
1.466303124,1.532240883,0.54518533,0.698765943,0.738855845,1.198795598,1.527369888,1,1.40375233,0.461256262,1,1,1,1,1,1,1,1
1.682575822,1.784944989,0.64677672,0.900139518,0.341402594,1.121029482,1.63316488,1,1.706901,0.471017073,1,1,1,1,1,1,1,1
1.869607532,1.931975073,1.688893579,0.892312934,0.436455292,0.552614954,1.605787684,1,1.826813162,0.333510098,1,1,1,1,1,1,1,1
1.42348103,1.125546027,0.021315197,0.967886268,0.051466002,0.436445334,1.151554425,1,1.609911194,0.512123345,1,1,1,1,1,1,1,1
0.547320214,1.847475641,1.325388157,0.968223917,0.558558741,1.559878764,1.595962882,1,1.31628221,0.743373312,1,1,1,1,1,1,1,1
1.682174647,1.944497168,1.515630254,0.909058137,0.585435068,0.856681273,1.303678597,1,1.965146333,0.65939256,1,1,1,1,1,1,1,1
0.714113539,1.983184704,1.734490872,0.930468719,0.595548258,1.613578797,1.852200327,1,1.426084423,0.349792285,1,1,1,1,1,1,1,1
1.606708919,1.21318521,1.663465919,0.821246001,0.458961519,1.188968221,1.446434478,1,1.521828877,0.514040434,1,1,1,1,1,1,1,1
0.727814975,1.441564206,1.478967303,0.81212456,0.370922788,1.096815596,1.060111571,1,1.074933997,0.499822947,1,1,1,1,1,1,1,1
0.807482449,1.560823826,0.336737207,0.924237171,0.501491017,1.407803608,1.799923343,1,1.658905012,0.675871993,1,1,1,1,1,1,1,1
1.554204881,1.642049959,0.59476647,0.889566443,0.229453292,0.667029248,1.314905746,1,1.241582796,0.3746585,1,1,1,1,1,1,1,1
0.64443315,1.569284139,1.333384618,0.87426331,0.889015555,0.536558943,1.885028694,1,1.93522117,0.396915508,1,1,1,1,1,1,1,1
0.517839405,1.022781268,0.144337309,0.968978956,0.650980799,0.883539373,1.46719713,1,1.162836349,0.704853339,1,1,1,1,1,1,1,1
0.682927056,1.441863243,0.798470167,0.832412279,0.696353352,0.941008196,1.892273332,1,1.374135984,0.466575617,1,1,1,1,1,1,1,1
0.585000784,1.807843792,1.91150661,0.969915607,0.563910935,1.775266845,1.074006796,1,1.468050666,0.368976101,1,1,1,1,1,1,1,1
1.999270328,1.031254757,0.949873227,0.8213879,0.348511304,1.670003215,1.24382246,1,1.371982973,0.425603326,1,1,1,1,1,1,1,1
0.697498149,1.678728001,1.517548852,0.956012996,0.103133154,0.560413464,1.087156386,1,1.522913935,0.333355824,1,1,1,1,1,1,1,1
0.592139492,1.076957607,1.605104477,0.842215889,0.362542547,1.807637389,1.003281752,1,1.55533873,0.524683433,1,1,1,1,1,1,1,1
1.712249665,1.512193597,0.721124793,0.613616507,0.795949791,1.357725322,1.23641099,1,1.665928247,0.441118837,1,1,1,1,1,1,1,1
1.375104769,1.30001744,1.308529283,0.858430104,0.999099028,0.925359045,1.623397731,1,1.743078604,0.426006909,1,1,1,1,1,1,1,1
0.539838145,1.263447539,1.810331944,0.851435616,0.790167502,1.202448554,1.605703065,1,1.678957956,0.429723797,1,1,1,1,1,1,1,1
1.473132631,1.485697722,0.778661188,0.746992803,0.689817346,0.718685399,1.100853158,1,1.459895961,0.78810522,1,1,1,1,1,1,1,1
0.708696874,1.772359192,0.595547156,0.922547664,0.753690268,0.339635536,1.11411335,1,1.337242899,0.917543095,1,1,1,1,1,1,1,1
1.513803611,1.251178052,1.230075177,0.978087564,0.889171721,0.874096446,1.110386967,1,1.866522901,0.744316267,1,1,1,1,1,1,1,1
1.573779548,1.383525872,1.409048336,0.909927694,0.420920164,1.786807382,1.054370694,1,1.110491181,0.521645663,1,1,1,1,1,1,1,1
1.46612423,1.772909723,1.667420702,0.914084519,0.974899886,1.791974071,1.074216865,1,1.74023794,0.514857822,1,1,1,1,1,1,1,1
1.890067776,1.112882572,0.457164179,0.803610337,0.543322193,0.632686163,1.022732509,1,1.689057441,0.710638958,1,1,1,1,1,1,1,1
1.97409411,1.163586815,1.760127076,0.754873833,0.72719766,0.774170157,1.858628697,1,1.975036001,0.442574342,1,1,1,1,1,1,1,1
0.83256599,1.420557302,1.34728203,0.84865892,0.889839906,1.800870213,1.996370919,1,1.857495078,0.313265617,1,1,1,1,1,1,1,1
0.713153846,1.124100424,1.816763413,0.933942476,0.994851271,0.899425954,1.490629401,1,1.198558381,0.632966719,1,1,1,1,1,1,1,1
0.851910475,1.201453901,0.824511546,0.891747516,0.613148509,1.875516507,1.53708847,1,1.320260637,0.816290181,1,1,1,1,1,1,1,1
1.956536212,1.410551726,1.131823707,0.987505181,0.245008894,1.345670658,1.080839005,1,1.778826733,0.800308733,1,1,1,1,1,1,1,1
0.635175047,1.019718418,0.828742184,0.862708302,0.733428616,1.559003595,1.641072576,1,1.42127924,0.9470309,1,1,1,1,1,1,1,1
1.578890789,1.602230593,0.345911442,0.98310639,0.048233245,1.876712239,1.152043701,1,1.827110451,0.887326185,1,1,1,1,1,1,1,1
1.786567787,1.498164179,1.86961038,0.95465146,0.545472106,0.78077369,1.431900731,1,1.693452935,0.562417248,1,1,1,1,1,1,1,1
1.833858442,1.791362265,1.564424272,0.785515972,0.341456823,0.935135694,1.084352669,1,1.384659812,0.324130112,1,1,1,1,1,1,1,1
0.628320954,1.598738151,1.421229162,0.946028282,0.598196753,0.837025188,1.830892962,1,1.713285095,0.518040083,1,1,1,1,1,1,1,1
0.72358649,1.276687158,0.246622091,0.895857809,0.888807348,0.343812053,1.180166894,1,1.194364323,0.863519922,1,1,1,1,1,1,1,1
0.527298875,1.136164925,0.87866093,0.90980439,0.724634863,0.789727934,1.117485963,1,1.383871281,0.316967519,1,1,1,1,1,1,1,1
0.711589183,1.428334178,0.806434809,0.885957431,0.486099832,1.811995893,1.370991033,1,1.170098021,0.986626578,1,1,1,1,1,1,1,1
1.524904555,1.257041832,0.677497068,0.893038985,0.685301513,0.653539678,1.290489694,1,1.213030771,0.387883534,1,1,1,1,1,1,1,1
0.647884531,1.094711661,0.666565198,0.77285321,0.492432389,1.521494059,1.166414722,1,1.149443785,0.763104604,1,1,1,1,1,1,1,1
1.662653864,1.38537164,1.722606762,0.828869847,0.261168074,1.964833561,1.426414758,1,1.243068615,0.491665107,1,1,1,1,1,1,1,1
1.512920404,1.779896267,1.776549427,0.876367817,0.631370505,0.853037572,1.489348874,1,1.66848656,0.848540288,1,1,1,1,1,1,1,1
1.630535446,1.069342007,1.447008433,0.760494773,0.103020587,0.608476299,1.024655112,1,1.778516823,0.50138445,1,1,1,1,1,1,1,1
1.309173348,1.561187018,0.253616404,0.906655323,0.268876832,0.551839073,1.328669,1,1.927039228,0.924557163,1,1,1,1,1,1,1,1
1.873976974,1.164240453,1.614227565,0.900936002,0.417144144,1.560149785,1.252422889,1,1.68667572,0.643571392,1,1,1,1,1,1,1,1
1.96152789,1.293656134,1.152194952,0.948320649,0.370022506,1.510600924,1.838478108,1,1.979358601,0.468526334,1,1,1,1,1,1,1,1
0.783240431,1.49684304,1.066456888,0.905122476,0.58823701,1.339050715,1.904398085,1,1.942452973,0.569190139,1,1,1,1,1,1,1,1
1.711337161,1.439161045,1.416669239,0.907551596,0.133531339,1.00237866,1.808839986,1,1.45437721,0.379236574,1,1,1,1,1,1,1,1
0.780107843,1.993420398,0.511178995,0.847924334,0.906401008,1.911963886,1.919269379,1,1.391090539,0.662121568,1,1,1,1,1,1,1,1
1.302531269,1.077602666,1.023550395,0.820647446,0.92156741,0.544312742,1.575379252,1,1.868583037,0.777909857,1,1,1,1,1,1,1,1
1.368044949,1.933869759,1.113031272,0.991645745,0.824528396,1.045485004,1.160103375,1,1.372151874,0.901070826,1,1,1,1,1,1,1,1
1.83284532,1.48661498,1.412661567,0.767700843,0.481710636,1.368540668,1.520598506,1,1.845026589,0.703458448,1,1,1,1,1,1,1,1
1.977735167,1.695147738,1.818218163,0.955528781,0.673128444,0.715101625,1.139477241,1,1.845247788,0.392156535,1,1,1,1,1,1,1,1
1.340779802,1.04320425,0.703114758,0.96842698,0.311393457,0.507194853,1.275809818,1,1.511262331,0.446793509,1,1,1,1,1,1,1,1
1.572962162,1.032096091,1.91625541,0.736124323,0.279137075,1.157592911,1.27171545,1,1.761351601,0.724843339,1,1,1,1,1,1,1,1
1.542889402,1.165842509,1.699510563,0.793889397,0.461298825,1.94307389,1.051356462,1,1.407330722,0.977554016,1,1,1,1,1,1,1,1
0.62495368,1.33645977,1.539849101,0.816546952,0.806960313,1.673397975,1.362674561,1,1.54648013,0.801905397,1,1,1,1,1,1,1,1
1.958057688,1.084538549,1.204558052,0.664506466,0.874430163,0.847313092,1.167147845,1,1.038773943,0.378729938,1,1,1,1,1,1,1,1
1.442358158,1.568147689,1.138944441,0.858891595,0.788197253,0.893466574,1.04736218,1,1.888651652,0.902339099,1,1,1,1,1,1,1,1
1.339755023,1.612427941,1.406908111,0.948572629,0.752104429,0.444816753,1.20206113,1,1.608139408,0.798739412,1,1,1,1,1,1,1,1
1.968947139,1.446417839,1.523603073,0.985659531,0.241139538,0.787001466,1.10108452,1,1.590447836,0.921698379,1,1,1,1,1,1,1,1
1.867115126,1.309961153,0.816418527,0.820669476,0.65692277,0.926331898,1.437323287,1,1.645414078,0.507365998,1,1,1,1,1,1,1,1
1.624429259,1.795103266,1.545960063,0.985234808,0.503353198,1.779177897,1.902834555,1,1.918086456,0.460663849,1,1,1,1,1,1,1,1
1.925643818,1.950678551,0.811038269,0.873631558,0.553843577,1.485131863,1.422929089,1,1.777486163,0.332221799,1,1,1,1,1,1,1,1
1.49791477,1.365647066,1.519901338,0.950354469,0.321661326,0.497074798,1.221752551,1,1.364132812,0.835276775,1,1,1,1,1,1,1,1
0.620976803,1.096054903,1.77747225,0.905278558,0.145198778,1.630255455,1.274249614,1,1.40733608,0.501544134,1,1,1,1,1,1,1,1
0.62574085,1.369736638,0.896282859,0.993383407,0.455571673,0.932179395,1.993526332,1,1.69970446,0.944833531,1,1,1,1,1,1,1,1
0.660454275,1.391037675,1.854854347,0.97609042,0.779248159,1.930133747,1.176930786,1,1.025775614,0.377817926,1,1,1,1,1,1,1,1
1.44145038,1.482636795,1.453052067,0.969663871,0.075151534,1.61434156,1.213282042,1,1.639785294,0.646429683,1,1,1,1,1,1,1,1
1.931376884,1.215164264,1.218663997,0.884549785,0.841402302,1.420530893,1.464950487,1,1.882759387,0.382330985,1,1,1,1,1,1,1,1
1.719113787,1.702627682,0.808976009,0.792146379,0.759941869,1.721236568,1.022171911,1,1.4030049,0.787891556,1,1,1,1,1,1,1,1
1.541414882,1.046379169,0.025268342,0.908103195,0.735427591,1.132140897,1.818856672,1,1.825172255,0.301224424,1,1,1,1,1,1,1,1
0.613490487,1.318314417,1.629190765,0.933667029,0.613539393,1.365231595,1.872744386,1,1.564855425,0.537411764,1,1,1,1,1,1,1,1
0.66310491,1.403896022,1.276867525,0.869043278,0.633470639,0.909114361,1.467537708,1,1.517994263,0.408090233,1,1,1,1,1,1,1,1
0.770759091,1.901431173,1.997484197,0.977706332,0.516620333,0.730330728,1.342583997,1,1.293806977,0.671689624,1,1,1,1,1,1,1,1
0.800479917,1.492145912,0.297781297,0.866736979,0.533082944,1.224233404,1.407877074,1,1.363621529,0.435582327,1,1,1,1,1,1,1,1
0.667364149,1.670212982,0.078204969,0.916612323,0.74564896,1.237671154,1.349404536,1,1.923931161,0.663243117,1,1,1,1,1,1,1,1
1.99141089,1.090404344,0.664393781,0.772160286,0.531294226,0.434299064,1.008185412,1,1.823677805,0.485274247,1,1,1,1,1,1,1,1
1.805259051,1.287256863,0.715092206,0.725271053,0.519634622,1.181396928,1.760316598,1,1.858429383,0.513218624,1,1,1,1,1,1,1,1
0.74127202,1.748943925,1.711601357,0.918248538,0.466990929,1.415307186,1.467164948,1,1.177190366,0.627304283,1,1,1,1,1,1,1,1
0.526034518,1.252267098,1.657613119,0.834513682,0.700355037,0.360671109,1.879580183,1,1.271383884,0.764685641,1,1,1,1,1,1,1,1
1.49208681,1.320158954,1.870494639,0.701400716,0.911630286,1.056812856,1.781752663,1,1.4507006,0.500114285,1,1,1,1,1,1,1,1
1.536450846,1.068754948,1.151814733,0.863506248,0.505689512,1.856974197,1.643486165,1,1.934694258,0.574451469,1,1,1,1,1,1,1,1
0.723246356,1.246725488,1.46976542,0.945982565,0.029525705,1.583600556,1.024174084,1,1.115560008,0.657425676,1,1,1,1,1,1,1,1
0.563526164,1.462972534,0.982991086,0.969348469,0.267276977,1.105182029,1.926395427,1,1.673832015,0.332693887,1,1,1,1,1,1,1,1
0.644451471,1.499497609,1.749583641,0.905111274,0.743197999,1.350216152,1.074404384,1,1.208297561,0.547377061,1,1,1,1,1,1,1,1
1.949780057,1.414489562,0.734861863,0.618522824,0.613943663,1.671890311,1.121888729,1,1.689567864,0.368036393,1,1,1,1,1,1,1,1
0.761728581,1.795338966,0.754214342,0.917404678,0.501820015,1.323773252,1.148047139,1,1.553931449,0.361419093,1,1,1,1,1,1,1,1
0.778869366,1.438973801,1.174463961,0.859864136,0.327226834,1.670040739,1.439936139,1,1.013120666,0.579957075,1,1,1,1,1,1,1,1
1.975641257,1.047637298,0.970402728,0.740187303,0.686646798,1.478187126,1.668718764,1,1.991894148,0.395779988,1,1,1,1,1,1,1,1
1.866330402,1.25425431,1.471327963,0.628250692,0.904901274,1.646761414,1.048269454,1,1.948239334,0.665975194,1,1,1,1,1,1,1,1
0.684039506,1.489111412,0.008201021,0.864449824,0.202797997,1.801514179,1.144501603,1,1.009558451,0.663640874,1,1,1,1,1,1,1,1
0.537612231,1.621453255,0.821550404,0.989707173,0.938858947,0.738812099,1.257242665,1,1.205182415,0.550250996,1,1,1,1,1,1,1,1
1.506558518,1.19628949,1.261003024,0.770238341,0.651533314,0.941324608,1.03327426,1,1.342367206,0.744445595,1,1,1,1,1,1,1,1
1.37364212,1.111656481,0.829135794,0.901402595,0.650671367,0.583868091,1.661612394,1,1.316940687,0.367610035,1,1,1,1,1,1,1,1
1.492784397,1.677140184,1.680030932,0.888256772,0.486788694,1.255380098,1.005927363,1,1.705701863,0.679821324,1,1,1,1,1,1,1,1
1.342804593,1.060082552,1.891721683,0.801550206,0.31117624,0.501144154,1.583279876,1,1.718393463,0.459983624,1,1,1,1,1,1,1,1
0.713138372,1.128275919,1.523733419,0.938328162,0.707280408,1.726553888,1.515869723,1,1.974827255,0.999382877,1,1,1,1,1,1,1,1
1.386668921,1.278748659,1.605664374,0.902632276,0.818903101,0.665267704,1.511563579,1,1.819954943,0.466492118,1,1,1,1,1,1,1,1
1.427874504,1.092968389,0.857201503,0.88247643,0.517390019,0.856684132,1.246159073,1,1.598420626,0.532640176,1,1,1,1,1,1,1,1
0.556130211,1.055923563,0.027099427,0.839712816,0.757658334,1.558753349,1.095665639,1,1.219988569,0.768247234,1,1,1,1,1,1,1,1
1.81284605,1.692005034,0.731927398,0.975797975,0.044851681,1.262160504,1.244596576,1,1.989767033,0.845290772,1,1,1,1,1,1,1,1
1.458221386,1.440533269,0.434520555,0.998784546,0.761672798,0.698919586,1.236718181,1,1.464887778,0.300998763,1,1,1,1,1,1,1,1
0.758114103,1.889152694,1.86418294,0.911129369,0.8368515,1.238269151,1.391813536,1,1.507072326,0.623594157,1,1,1,1,1,1,1,1
1.471265819,1.019890988,1.175960616,0.745885533,0.564903656,0.686920422,1.855186038,1,1.574126281,0.382764717,1,1,1,1,1,1,1,1
1.680344749,1.490346839,1.632686818,0.98488384,0.347336564,1.604421055,1.741502296,1,1.59258287,0.480572334,1,1,1,1,1,1,1,1
1.979587869,1.456812713,1.875089713,0.633010742,0.819425635,1.521434307,1.654199056,1,1.663057516,0.391918606,1,1,1,1,1,1,1,1
1.635042422,1.161606383,1.853950341,0.678687735,0.747695382,1.688059435,1.408139485,1,1.880081295,0.590168164,1,1,1,1,1,1,1,1
1.770326907,1.800773679,0.24904356,0.940707205,0.408059543,0.729715163,1.327242124,1,1.518616731,0.558099075,1,1,1,1,1,1,1,1
1.775804556,1.562552898,0.240473231,0.758183479,0.303936549,1.711808624,1.647711003,1,1.441329595,0.331288893,1,1,1,1,1,1,1,1
1.637357684,1.560916445,1.818810933,0.933620816,0.789259247,0.435491624,1.892646653,1,1.819306613,0.352503111,1,1,1,1,1,1,1,1
0.556461761,1.129115783,0.605401265,0.97604636,0.981693553,1.545823829,1.498158347,1,1.795867407,0.339439843,1,1,1,1,1,1,1,1
0.645551742,1.581410337,1.711391109,0.947640874,0.954792783,0.382392859,1.575525448,1,1.698708789,0.301124681,1,1,1,1,1,1,1,1
1.779673605,1.445737329,0.26514726,0.992918364,0.617202575,0.702197841,1.108036593,1,1.26024822,0.484500166,1,1,1,1,1,1,1,1
1.78790134,1.185994369,1.319303578,0.958990139,0.10973394,0.641644734,1.720358693,1,1.635415867,0.495033573,1,1,1,1,1,1,1,1
1.999969045,1.717204298,0.109663638,0.775300846,0.742559989,0.578357844,1.359730578,1,1.752950635,0.509285012,1,1,1,1,1,1,1,1
